Img_src,Title,Text
http://www.fashiongio.com/PEG/15685942868658.jpg,"한섬 타임옴므, “스포츠 캐주얼 라인 출시”","한섬의 남성복 브랜드 ‘타임옴므’가 비즈니스 캐주얼, 온라인 전용 라인에 이어, 스포츠 캐주얼 라인을 출시하며 브랜드 라인 확장에 적극 나서고 있다. 현대백화점그룹 계열 패션전문기업 한섬은 남성 컨템포러리 브랜드 타임옴므(TIME HOMME)의 ‘DYNAMICS(다이나믹스)’라인 12개 모델을 선보인다고 16일 밝혔다.  ‘DYNAMICS’ 라인은 애슬레저(운동복과 일상복을 구분하지 않는 패션) 콘셉트의 스포츠 캐주얼 라인으로, 타임옴므만의 고급스러운 감성에 기능성 소재(스트레치‧방풍‧흡속‧속건 등)와 스포티한 디자인을 적용한 게 특징이다. 타임옴므 상품기획팀장은 “점차 확산되는 여행‧레저 트렌드와 소비자들의 변화하는 라이프스타일을 반영했다”며 “일상 생활뿐만 아니라 여행‧캠핑‧여가 활동에도 편안하게 스타일링할 수 있다”고 설명했다.한섬은 우선 이번 가을 시즌에 점퍼(3개 모델)·바지(3개 모델)·티셔츠(2개 모델)·스니커즈(2개 모델)·아우터(1개 모델)·니트(1개 모델) 등 총 12개 모델을 선보인 뒤, 오는 10월까지 순차적으로 방풍과 보온성을 강화한 다운·니트·바지 등 11개 모델을 추가로 내놓을 계획이다. 								편집부 gio@fashiongio.com< 저작권자 © 패션지오. 무단전재-재배포금지 >"
http://www.fashiongio.com/PEG/15680966468494.png,"에스로우, 킥고잉과 함께 콜라보레이션 선보여","코오롱인더스트리FnC부문(이하 코오롱FnC)이 전개하는 남성 캐주얼 브랜드 시리즈의 세컨드 브랜드인 ‘에스로우(S’LOW)’가 킥고잉, 로우로우와 함께 특별한 콜라보레이션을 진행했다.기본적이지만 실용적인 옷을 만드는 에스로우는, 가방의 본질에 집중하는 로우로우(RAWROW)와 전동 킥보드 공유 서비스 킥고잉(KICKGOING)을 만나 편안하고 안전하게 탈 수 있는 제품을 선보인 것.에스로우는 실용적인 신축성과 수납공간을 겸비한 멀티 포켓 재킷을 출시했다. 앞판에 멀티 포켓 디테일은 소소한 짐들을 넣을 수 있으면서 포인트까지 살려준다. 여유로운 실루엣은 다양한 연출로 캐주얼 하게 입을 수 있도록 했다. 그 외에도 원턱 남성 팬츠를 함께 셋 업으로 매치해 연출하기 좋다.로우로우의 슬링백과 미니크로스백은 가벼운 무게와 입구가 스트링으로 되어 있어 개폐 방식이 쉽고 물에 쉽게 젖지 않아 라이딩에 더욱 최적화되어 있다.								편집부 gio@fashiongio.com< 저작권자 © 패션지오. 무단전재-재배포금지 >"
http://www.fashiongio.com/PEG/15678286692026.png,"제냐, 이 시대 남성상에 관해 질문하는 ‘What Makes A Man’ 캠페인 시작","1910년 설립된 이래 남성복에서 장인정신과 테일러링을 연구해 온 이탈리아 남성 패션 브랜드 제냐에서2019년 가을, 겨울 시즌 이 시대의 남성상에 관해 질문하는 ‘What Makes A Man’ 캠페인을 시작한다.이번 캠페인 전개를 통해 외형적인 패션 컬렉션을 선보이는 것에 국한되지 않고 브랜드의 중요한 가치와 비전을 다음 세대와 공유하고 싶었습니다.” 이 새로운 캠페인은 브랜드에서 중요하게 생각하는 가치들을 ‘소통’과 ‘사회적 책임감’을 통해 전달하고 있다.브랜드는 이번 캠페인 전개에서 ‘소통’과 ‘사회적 책임감’ 이라는 두 가지 키워드를 통해 ‘이 시대의 남성상’에 대한 화두를 던지고 여러 사람의 소통을 이끌어내고자 한다. 광고 이미지와 영상을 통해 다양한 질문을 던지면, 사람들이 소통에 참여하고 의견을 제시하며 새로운 담론을 이어가는 방식이다. 한편, 사회적 책임감에 기반한 환원 또한 제냐에서 가장 중요하게 생각하는 가치로, 캠페인 활동의 일환으로 매장에서 #WHATMAKESAMAN 티셔츠가 출시되는데, 수익금은 국제 자선단체를 통하여 더 나은 미래를 만들기 위한 교육 프로그램에 기부된다. 								편집부 gio@fashiongio.com< 저작권자 © 패션지오. 무단전재-재배포금지 >"
http://www.fashiongio.com/PEG/15677505867495.png,"엠비오, SNS ‘1만 팔로워’ 달성 이벤트","삼성물산 패션부문의 온라인 전용 한국형 컨템포러리(K-ontemporary) 캐주얼 브랜드 ‘엠비오(MVIO)’는 지난 7월 브랜드 리론칭 이후 인스타그램 팔로워가 1만명을 달성한 것을 기념해 특별 이벤트를 마련했다고 6일 밝혔다. 이달 15일까지 엠비오 공식 인스타그램에 올라간 이벤트 게시물에 축하 메시지를 남기면 응모할 수 있다. 랜덤 추첨을 통해 엠비오 트러커 재킷 1명, 스웻 셔츠 3명, 커피 기프티콘 30명 등 다양한 경품을 증정한다. 특히 엠비오는 25~35세 밀레니얼 남성들을 위한 온라인 전용 브랜드로 론칭했을 뿐 아니라 온라인 패션 편집숍 ‘무신사(MUSINSA)’와 협업을 통해 세간의 이목을 집중시킨 바 있다. 또 엠비오는 좋은 소재와 완성도 높은 품질은 유지하는 동시에 가격은 기존 엠비오 대비 50% 수준으로 대폭 낮춰 가격 경쟁력까지 갖췄다.삼성물산 패션부문의 임직원들 중에 1984년 이후 출생한 밀레니얼 그룹 ‘앰배서더(Ambassador)’를 운영하며, 밀레니얼 세대가 추구하는 라이프스타일 뿐 아니라 실루엣과 패턴, 스타일 등의 의견을 디자인에 적극적으로 반영하고 있다. 								편집부 gio@fashiongio.com< 저작권자 © 패션지오. 무단전재-재배포금지 >"
http://www.fashiongio.com/PEG/15675650508185.png,"브루노바피, 2019 가을 패션 화보 공개","패션그룹 세정(회장 박순호)이 전개하는 라이프스타일 패션 전문점 웰메이드가 이탈리안 감성의 남성복 브루노바피(Bruno Baffi)와 모델 이동욱이 함께한 2019년 가을 시즌 화보를 공개했다.‘The five day workweek’이라는 컨셉으로 진행한 이번 브루노바피 2019 F/W 화보는 비즈니스맨의 한 주간 TPO에 어울리는 다양한 스타일링을 선보인다. 클래식한 멋이 있는 포멀 슈트부터 셋업 슈트, 캐주얼 룩까지 다채로운 비즈니스 룩을 연출한 것이 특징.공개된 화보 속 이동욱은 짙은 브라운 계열의 셋업 슈트 패션부터 시크한 매력이 돋보이는 네이비 포멀 슈트 패션을 선보였으며, 이너웨어로 셔츠뿐 아니라 니트, 터틀넥 스웨터와 가디건을 매치하는 등 패션 센스를 발휘했다. 또한 롱 코트나 다운 점퍼 등 추운 계절에 적합한 아우터를 활용해 비즈니스 맨의 폭넓은 스타일을 선보여 눈길을 끈다.								편집부 gio@fashiongio.com< 저작권자 © 패션지오. 무단전재-재배포금지 >"
http://www.fashiongio.com/PEG/15669030775955.png,"LF 질스튜어트뉴욕 남성, 세계적 일러스트 작가 ‘리차드 헤인즈’와 협업","생활문화기업 LF(대표 오규식)가 전개하는 컨템포러리 남성복 브랜드 질스튜어트뉴욕(JILLSTUART NEWYORK) 남성이 2019 가을∙겨울 시즌, 세계적인 일러스트 작가 ‘리차드 헤인즈(Richard Haines)’와 협업한 제품을 27일 본격 출시한다. 안젤리카 힉스, 코코 카피탄 등 세계적인 아티스트와 협업을 통해 패션과 예술의 만남을 주도해온 질스튜어트뉴욕이 미국의 유명 일러스트 작가 리차드 헤인즈를 2019 가을∙겨울 시즌 협업의 주인공으로 선정, 단순한 유행을 뛰어 넘어 문화적 가치를 담은 콜라보레이션 라인을 선보인다. 리차드 헤인즈는 뉴욕을 중심으로 활동하고 있는 일러스트레이터로 일상에서 마주치는 인물과 풍경의 스케치를 ‘왓 아이 쏘우 투데이(What I Saw Today)’라는 블로그에 게재하며 주목 받기 시작, 다듬어 지지 않은 듯한 투박한 선에서 느껴지는 강렬함으로 자신만의 작품 세계를 구축해왔다. 이번 협업은 브랜드와 작가가 공통적으로 교감하는 뉴욕의 현대적인 감성을 예술적으로 표현한 것이 특징으로 ‘뉴욕의 여행자 리차드 헤인즈(Traveler Haines of NYC)’라는 주제로 진행됐다. 리차드 헤인즈는 협업을 위해 자유분방한 뉴요커, 브루클린 브릿지, 옐로우캡 등 뉴욕을 대표하는 주요 상징물을 작가만의 독창적인 시선을 담아 6가지의 일러스트로 탄생시켰다. 질스튜어트뉴욕 남성은 이번 협업으로 처음 공개되는 리차드 헤인즈의 일러스트를 티셔츠, 후드 티셔츠, 셔츠, 청바지, 코트, 모자 등 총 20여 스타일의 다양한 제품에 녹여냈다. 이번 협업 제품은 질스튜어트뉴욕 남성 특유의 감각적인 색감과 세련된 디자인이 리차드 헤인즈의 역동적인 일러스트와 만난 결과물로 단순한 패션 아이템을 뛰어 넘어 예술성이 가미된 희소가치 있는 컬렉션으로 거듭났다. 한편, LF몰에서는 질스튜어트뉴욕 남성과 리차드 헤인즈의 협업 컬렉션 출시를 기념해 9월 말까지 협업 제품 구매 시 10% 즉시 할인 혜택을 제공한다. 								편집부 gio@fashiongio.com< 저작권자 © 패션지오. 무단전재-재배포금지 >"
http://www.fashiongio.com/PEG/15668741241087.jpg,"코모도, 2019 가을겨울 시즌 슈트 컬렉션 출시","-남성들이 취향,용도에 따라 선택할 수 있는 ‘커뮤터’테마의 슈트-고급 정통 슈트 위주 '포멀 라인'과 캐주얼 셋업슈트 '에센셜 라인'-스타일 뿐만 아니라 편안한 착용감,합리적인 가격대의 장점 갖춰 ㈜신세계톰보이에서 운영하는 남성복 브랜드코모도(COMODO)가 이달 29일 2019년 가을∙겨울 시즌 슈트 컬렉션을 출시한다. 코모도의 가을∙겨울 슈트 컬렉션은 디자인과 소재, 스타일을 다양화해 20대부터 50대 이상까지 전 연령대의 남성들이 용도에 따라 선택할 수 있도록 범위를 넓혔다. 커뮤터(The Commuters,출퇴근하는 사람들)를 테마로 직장인들이 가볍게 입을 수 있는 데일리 비즈 룩부터 정통 고급 슈트까지 선보인다.모든 제품은 편안한 착용감과 활동성을 주는 소재로 제작됐다.정통 슈트를 선보이는 '포멀(Formal)라인'은 마스터 슈트와 사르토리아 슈트로 출시된다.마스터(MASTER)슈트는 군더더기 없이 깔끔한 모던한 스타일의 베이직 슈트다.코모도를 대표하는 기본 슬림핏 디자인에 업그레이드 된 제작 기술을 더해 한층 더 현대적인 디자인과 우수한 스트레치 소재가 돋보인다.사르토리아(SARTORIA)슈트는‘정교한 양복을 맞추는 기술’이라는 단어의 의미처럼 전문 재단사의 손길이 느껴지는 디자인,소재가 적용됐다.고급스럽게 떨어지는 곡선미가 돋보이며 이탈리아 수입 원단으로 제작됐다.고급 소재이지만 젊고 감각적인 디자인으로 니트 등과 매치해 편안하게 연출할 수 있어 활용도도 높다.'에센셜(Essential)라인'을 통해서는 보다 캐주얼하게 입을 수 있는 셋업 슈트를 만나볼 수 있다.에센셜 라인 셋업 슈트는 편안하면서 여유있는 실루엣이 돋보이며 신축성과 보온성이 좋은 원단으로 제작돼 간절기부터 겨울까지 두루 착용할 수 있다.계절에 어울리는 블랙,그레이,베이지를 비롯해 체크 패턴 제품까지 다양한 색상과 프린트가 사용됐다.에센셜 라인에서는 따뜻하고 포근한 멜턴(melton,방모직물)원단으로 제작한 여유로운 핏의 싱글 코트,하이브리드 다운 트렌치 코트도 만나볼 수 있다.코모도는 이번 컬렉션 출시를 기념해 출근길 직장인들의 일상과 분주한 움직임을 표현한 화보를 공개한다.코모도 비즈니스 룩만의 현대적인 감성과 감각적인 스타일을 감상할 수 있다.								편집부 gio@fashiongio.com< 저작권자 © 패션지오. 무단전재-재배포금지 >"
http://www.fashiongio.com/PEG/15666228680555.png,"세정 웰메이드 ‘인디안’, 스테디셀러 티셔츠 판매 호조","세정그룹(회장 박순호)이 전개하는 남성 타운캐주얼 브랜드 ‘인디안(INDIAN)’의 스테디셀러 아이템인 써머 티셔츠의 반응이 좋다. 특히 이번 시즌에는 좋은 소재로 만든 고품질 티셔츠라는 전통성과 장인정신은 그대로 유지하되 기술력을 더해 업그레이드 출시돼 판매 호조를 보이고 있다. 여름철 인기 컬러인 블루톤의 티셔츠는 3월 출시 후 현재까지 약 80%의 판매율을 보였다. 예년보다 무더위 시작이 늦었음에도 불구하고 여전히 인디안 티셔츠에 대한 인기를 실감케 했다. 이는 장인정신이 깃든 인디안의 헤리티지에 뉴트로 무드가 접목돼 패션업계의 새로운 큰 손으로 떠오르고 있는 ‘액티브 시니어’를 만족시킨 것으로 보고 있다. 인디안 써머 티셔츠는 부드러운 그라데이션, 은은한 멜란지 효과로 세련미와 고급스러운 느낌을 더한 것이 특징이다. 또 흡한 속건 기능이 있어 땀과 수분을 빠르게 흡수하고 건조시켜 무더운 여름철에도 쾌적하게 착용할 수 있다. 베이직한 디자인으로 출퇴근용 비즈니스 캐주얼 룩 뿐 아니라 여름철 바캉스 룩으로 활용하기 좋다.								편집부 gio@fashiongio.com< 저작권자 © 패션지오. 무단전재-재배포금지 >"
http://www.fashiongio.com/PEG/15665631881916.png,"한섬 ‘타임옴므’, 그래픽 아티스트와 콜라보한 F/W 컬렉션 출시","현대백화점그룹 계열 패션전문기업 한섬은 남성복 브랜드 ‘타임옴므(TIME HOMME)’가 그래픽 아티스트 ‘이경돈’과 콜라보레이션을 통해 2019년 가을․겨울(F/W) ‘For Beyond This Land’ 컬렉션 10개 모델을 선보인다고 23일 밝혔다. 이경돈 작가는 단편 영화․뮤직 비디오․작품 전시 등 다양한 분야에서 애니메이션과 영상에 기반한 그래픽 작업을 진행하는 아티스트로, 남성복 브랜드와 콜라보레이션을 진행하는 것은 이번이 처음이다.  이번 가을․겨울 컬렉션에는 티셔츠(3개 모델)․맨투맨 티셔츠(3개 모델)․셔츠(3개 모델)․후드 티셔츠(1개 모델) 등 총 10개 모델을 선보인다. 캐주얼한 아이템들로 데일리 룩으로 활용하기 좋으며, 각 제품을 하나의 포인트 아이템으로 활용해 개성있는 스타일을 연출할 수도 있다. 대표 상품으로는 홀로그램 소재를 적용한 ‘프론트 프린팅 티셔츠’, 글로시 소재를 적용한 ‘프린팅 맨투맨 티셔츠’, 백프린팅을 강조한 ‘셔츠’와 ‘후드 티셔츠’ 등이 있다. 								편집부 gio@fashiongio.com< 저작권자 © 패션지오. 무단전재-재배포금지 >"
http://www.fashiongio.com/PEG/15664401796399.png,"캠브리지 멤버스, 19FW 클래식과 현대적인 감성까지 ‘정통 클래식’ 선보여","코오롱인더스트리FnC부문(이하 코오롱FnC)이 전개하는 정통 신사복 브랜드 ‘캠브리지 멤버스’가 클래식과 모던함 모두 만날 수 있는 가을/겨울 컬렉션을 선보인다. 캠브리지 멤버스는 지난 봄/여름 시즌 1990년대 캠브리지 멤버스의 뮤즈라고 할 수 있었던 노주현을 25년만에 재발탁하면서 진심이 느껴지는 브랜드를 보여준 바 있다. 이번 시즌에는 후배 배우 박성웅을 캠브리지 멤버스의 모델로 함께 기용하여 ‘그렇게 이어져간다’ 시즌 두 번째를 완성한다. 촬영장에서도 선배와 후배간에 훈훈한 모습들이 그려졌다는 후문.70~80년대 ‘노주현 코트’로 잘 알려져 있는 트렌치코트와 현대적으로 재해석된 박성웅의 트렌치코트 등 고객들이 선택할 수 있는 클래식의 폭을 넓혔다.								편집부 gio@fashiongio.com< 저작권자 © 패션지오. 무단전재-재배포금지 >"
